csn,csn_conv_index,conversation_id,title,default_model_slug,create_time,create_time_iso,n_user_msgs,first_user_time,first_user_time_iso,last_user_time,last_user_time_iso,recovered_id_str,recovered_id_confidence,recovered_id_date_source,recovered_id_time_source,recovered_id_comp_source,participant_id,participant_id_source,participant_id_confidence,csn_eval,n_user_messages,cognitive_engagement,query_sophistication,self_directedness,iterative_refinement,learning_orientation,agency_ownership,linguistic_production,memory_retention,metacognitive_awareness,overall_learning_quality,esperanto_usage_pct,mean_query_length,qt_translation,qt_grammar,qt_usage,qt_clarification,qt_application,qt_meta,error,id,id_date,id_time,id_computer,id_source,id_confidence,is_main_session,csn_list,n_conversations,total_user_msgs,first_user_time_participant,first_user_time_iso_participant,last_user_time_participant,last_user_time_iso_participant,duration_min
CSN1,10,674efe79-840c-8001-90d5-887c4d79676c,Amikoj en Esperanto,gpt-4o,1733230201.827388,2024-12-03T12:50:01.827388+00:00,14,1733230201.284,2024-12-03T12:50:01.284000+00:00,1733231127.068,2024-12-03T13:05:27.068000+00:00,,,,,,03122024_1250_0,synthetic_from_conv_time,synthetic_low,CSN1,14,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,64.0,3.5,50.0,20.0,10.0,10.0,10.0,0.0,,03122024_1250_0,2024-12-03,12:50,0,synthetic_from_conv_time,synthetic_low,True,CSN1,1,14,1733230201.284,2024-12-03T12:50:01.284000+00:00,1733231127.068,2024-12-03T13:05:27.068000+00:00,15.429733335971832
CSN1,11,674f481d-4fd8-8001-9778-b89ea4a08db9,ID Confirmation Assistance,gpt-4o,1733249053.531452,2024-12-03T18:04:13.531452+00:00,1,1733249053.032,2024-12-03T18:04:13.032000+00:00,1733249053.032,2024-12-03T18:04:13.032000+00:00,,,,,,03122024_1804_1,recovered_unique,high,CSN1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,03122024_1804_1,2024-12-03,18:04,1,recovered_unique,high,True,CSN1,1,1,1733249053.032,2024-12-03T18:04:13.032000+00:00,1733249053.032,2024-12-03T18:04:13.032000+00:00,0.0
CSN1,12,674f1596-5170-8001-a641-2b53debd296a,Gramatikaj korektoj en Esperanto,gpt-4o,1733236118.587921,2024-12-03T14:28:38.587921+00:00,3,1733236117.998,2024-12-03T14:28:37.998000+00:00,1733236194.468,2024-12-03T14:29:54.468000+00:00,,,,,,03122024_1428_4,recovered_unique,low,CSN1,3,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,100.0,22.33,20.0,20.0,20.0,20.0,20.0,0.0,,03122024_1428_4,2024-12-03,14:28,4,recovered_unique,,True,CSN1,1,3,1733236117.998,2024-12-03T14:28:37.998000+00:00,1733236194.468,2024-12-03T14:29:54.468000+00:00,1.2745000004768372
CSN1,13,674f3266-1208-8001-8790-f92390f883fd,Masculina en Esperanto,gpt-4o,1733243494.272403,2024-12-03T16:31:34.272403+00:00,19,1733243493.776,2024-12-03T16:31:33.776000+00:00,1733244892.533,2024-12-03T16:54:52.533000+00:00,,,,,,03122024_1631_0,synthetic_from_conv_time,synthetic_low,CSN1,19,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,55.0,4.5,70.0,10.0,10.0,0.0,10.0,0.0,,03122024_1631_0,2024-12-03,16:31,0,synthetic_from_conv_time,synthetic_low,True,CSN1,1,19,1733243493.776,2024-12-03T16:31:33.776000+00:00,1733244892.533,2024-12-03T16:54:52.533000+00:00,23.31261666615804
CSN1,14,674f2301-a09c-8001-8993-73e9955a02fc,ID Assistance,gpt-4o,1733239553.816696,2024-12-03T15:25:53.816696+00:00,10,1733239553.326,2024-12-03T15:25:53.326000+00:00,1733240233.892,2024-12-03T15:37:13.892000+00:00,,,,,,01122024_1500_11,recovered_unique,high,CSN1,10,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.5,60.0,4.4,70.0,10.0,0.0,10.0,10.0,0.0,,01122024_1500_11,2024-12-01,15:00,11,recovered_unique,high,True,CSN1;CSN11;CSN17,3,21,1733239553.326,2024-12-03T15:25:53.326000+00:00,1733417907.454956,2024-12-05T16:58:27.454956+00:00,2972.5688159346582
CSN1,15,674f0cbd-e4a0-8001-a29a-617d28694669,What is Esperanto,gpt-4o,1733233854.181947,2024-12-03T13:50:54.181947+00:00,13,1733233853.637,2024-12-03T13:50:53.637000+00:00,1733235659.202,2024-12-03T14:20:59.202000+00:00,,,,,,03122024_1350_10,recovered_unique,low,CSN1,13,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,70.0,8.0,20.0,20.0,20.0,20.0,10.0,10.0,,03122024_1350_10,2024-12-03,13:50,10,recovered_unique,,True,CSN1,1,13,1733233853.637,2024-12-03T13:50:53.637000+00:00,1733235659.202,2024-12-03T14:20:59.202000+00:00,30.092749996980032
CSN1,16,674eda35-0a30-8001-8cac-9c56805f22e0,Lernu Esperanton,gpt-4o,1733220917.483237,2024-12-03T10:15:17.483237+00:00,11,1733220916.84,2024-12-03T10:15:16.840000+00:00,1733221984.25,2024-12-03T10:33:04.250000+00:00,,,,,,03122024_1015_0,synthetic_from_conv_time,synthetic_low,CSN1,11,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,12.727272727272727,0.0,0.0,20.0,10.0,30.0,40.0,,03122024_1015_0,2024-12-03,10:15,0,synthetic_from_conv_time,synthetic_low,True,CSN1,1,11,1733220916.84,2024-12-03T10:15:16.840000+00:00,1733221984.25,2024-12-03T10:33:04.250000+00:00,17.79016666809718
CSN1,17,674d880c-90c8-8001-ad79-3208e14e8928,Hello assistance request,gpt-4o,1733134348.832335,2024-12-02T10:12:28.832335+00:00,1,1733134348.377,2024-12-02T10:12:28.377000+00:00,1733134348.377,2024-12-02T10:12:28.377000+00:00,,,,,,02122024_1012_0,synthetic_from_conv_time,synthetic_low,CSN1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,02122024_1012_0,2024-12-02,10:12,0,synthetic_from_conv_time,synthetic_low,True,CSN1,1,1,1733134348.377,2024-12-02T10:12:28.377000+00:00,1733134348.377,2024-12-02T10:12:28.377000+00:00,0.0
CSN1,18,6749fe9e-d514-8001-ad46-87d43a754854,Login Assistance Request,gpt-4o,1732902558.985851,2024-11-29T17:49:18.985851+00:00,1,1732902558.344,2024-11-29T17:49:18.344000+00:00,1732902558.344,2024-11-29T17:49:18.344000+00:00,,,,,,29112024_1749_0,synthetic_from_conv_time,synthetic_low,CSN1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,29112024_1749_0,2024-11-29,17:49,0,synthetic_from_conv_time,synthetic_low,False,CSN1;CSN2;CSN3;CSN4;CSN5;CSN6;CSN7;CSN8,8,8,1732902558.242,2024-11-29T17:49:18.242000+00:00,1732902559.118,2024-11-29T17:49:19.118000+00:00,0.0145999987920125
CSN1,19,674da645-4518-8001-9cef-a87cd1b4a1f0,ID Sharing and Assistance,gpt-4o,1733142085.650279,2024-12-02T12:21:25.650279+00:00,14,1733142085.106,2024-12-02T12:21:25.106000+00:00,1733142892.638,2024-12-02T12:34:52.638000+00:00,,,,,,02122024_1221_1,recovered_unique,medium,CSN1,14,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,50.0,6.5,30.0,40.0,10.0,10.0,10.0,0.0,,02122024_1221_1,2024-12-02,12:21,1,recovered_unique,,True,CSN1,1,14,1733142085.106,2024-12-02T12:21:25.106000+00:00,1733142892.638,2024-12-02T12:34:52.638000+00:00,13.458866667747497
CSN1,20,674861bb-e28c-8001-b7f0-443332f372a4,Code Identification Query,gpt-4o,1732796860.14173,2024-11-28T12:27:40.141730+00:00,13,1732796859.707,2024-11-28T12:27:39.707000+00:00,1732797690.121,2024-11-28T12:41:30.121000+00:00,,,,,,28112024_1227_0,synthetic_from_conv_time,synthetic_low,CSN1,13,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,30.0,7.5,40.0,30.0,10.0,10.0,10.0,0.0,,28112024_1227_0,2024-11-28,12:27,0,synthetic_from_conv_time,synthetic_low,False,CSN1;CSN13,2,35,1732796848.057,2024-11-28T12:27:28.057000+00:00,1732797814.035,2024-11-28T12:43:34.035000+00:00,16.0996333360672
CSN2,0,6751d790-ce9c-8009-acd3-8be8eb9df458,ID Confirmation,gpt-4o,1733416848.980922,2024-12-05T16:40:48.980922+00:00,16,1733416848.983691,2024-12-05T16:40:48.983691+00:00,1733417742.56971,2024-12-05T16:55:42.569710+00:00,,,,,,05122024_1600_2,recovered_unique,high,CSN2,16,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,47.0,3.25,40.0,20.0,20.0,10.0,10.0,0.0,,05122024_1600_2,2024-12-05,16:00,2,recovered_unique,high,True,CSN2,1,16,1733416848.983691,2024-12-05T16:40:48.983691+00:00,1733417742.56971,2024-12-05T16:55:42.569710+00:00,14.893100317319234
CSN2,1,6751c498-3e90-8009-b441-9dfc60f1f0f7,ID confirmation and assistance,gpt-4o,1733411992.535563,2024-12-05T15:19:52.535563+00:00,20,1733411992.545977,2024-12-05T15:19:52.545977+00:00,1733412989.542815,2024-12-05T15:36:29.542815+00:00,,,,,,05122024_1519_2,recovered_unique,high,CSN2,20,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,70.0,6.5,10.0,40.0,20.0,0.0,20.0,10.0,,05122024_1519_2,2024-12-05,15:19,2,recovered_unique,high,True,CSN2,1,20,1733411992.545977,2024-12-05T15:19:52.545977+00:00,1733412989.542815,2024-12-05T15:36:29.542815+00:00,16.616613964239757
CSN2,2,67517e0f-8440-8009-846d-fb6604204d9e,ID Update Request,gpt-4o,1733393935.831672,2024-12-05T10:18:55.831672+00:00,24,1733393935.837018,2024-12-05T10:18:55.837018+00:00,1733395183.705867,2024-12-05T10:39:43.705867+00:00,,,,,,05122024_1000_2,recovered_unique,high,CSN2,24,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,5.5,40.0,30.0,10.0,10.0,5.0,5.0,,05122024_1000_2,2024-12-05,10:00,2,recovered_unique,high,True,CSN2,1,24,1733393935.837018,2024-12-05T10:18:55.837018+00:00,1733395183.705867,2024-12-05T10:39:43.705867+00:00,20.79781415065129
CSN2,3,67509973-a40c-8009-8a4a-e50f51fbbc2b,Timestamp Request Summary,gpt-4o,1733335411.943121,2024-12-04T18:03:31.943121+00:00,5,1733335411.946632,2024-12-04T18:03:31.946632+00:00,1733335628.710921,2024-12-04T18:07:08.710921+00:00,,,,,,04122024_1803_0,synthetic_from_conv_time,synthetic_low,CSN2,5,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,60.0,5.25,20.0,60.0,0.0,0.0,20.0,0.0,,04122024_1803_0,2024-12-04,18:03,0,synthetic_from_conv_time,synthetic_low,True,CSN2,1,5,1733335411.946632,2024-12-04T18:03:31.946632+00:00,1733335628.710921,2024-12-04T18:07:08.710921+00:00,3.6127381523450217
CSN2,4,67508755-33bc-8009-83e4-1017074bd3e3,Timestamp Interpretation Query,gpt-4o,1733330773.468386,2024-12-04T16:46:13.468386+00:00,3,1733330773.472818,2024-12-04T16:46:13.472818+00:00,1733330905.746314,2024-12-04T16:48:25.746314+00:00,,,,,,04122024_1646_0,synthetic_from_conv_time,synthetic_low,CSN2,3,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,33.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,,04122024_1646_0,2024-12-04,16:46,0,synthetic_from_conv_time,synthetic_low,True,CSN2;CSN7,2,8,1733330773.472818,2024-12-04T16:46:13.472818+00:00,1733331114.441738,2024-12-04T16:51:54.441738+00:00,5.682815333207448
CSN2,5,67504ca7-f30c-8009-a5e2-dbfcbb0563f1,Study Payment and Guidelines,gpt-4o,1733315752.152446,2024-12-04T12:35:52.152446+00:00,1,1733315752.157357,2024-12-04T12:35:52.157357+00:00,1733315752.157357,2024-12-04T12:35:52.157357+00:00,,,,,,04122024_1235_20,recovered_unique,low,CSN2,1,3.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,04122024_1235_20,2024-12-04,12:35,20,recovered_unique,,True,CSN2,1,1,1733315752.157357,2024-12-04T12:35:52.157357+00:00,1733315752.157357,2024-12-04T12:35:52.157357+00:00,0.0
CSN2,6,67502f33-aa70-8009-aca8-dab3b826de2f,Kiel diri nome en Esperanto,gpt-4o,1733308211.830855,2024-12-04T10:30:11.830855+00:00,14,1733308211.834633,2024-12-04T10:30:11.834633+00:00,1733308853.865837,2024-12-04T10:40:53.865837+00:00,,,,,,04122024_1030_0,synthetic_from_conv_time,synthetic_low,CSN2,14,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,50.0,5.5,30.0,40.0,10.0,0.0,20.0,0.0,,04122024_1030_0,2024-12-04,10:30,0,synthetic_from_conv_time,synthetic_low,True,CSN2,1,14,1733308211.834633,2024-12-04T10:30:11.834633+00:00,1733308853.865837,2024-12-04T10:40:53.865837+00:00,10.700520066420236
CSN2,7,67507325-cdf0-8009-b3d6-57fae49cf211,ID Verification Request,gpt-4o,1733325606.138109,2024-12-04T15:20:06.138109+00:00,13,1733325606.14529,2024-12-04T15:20:06.145290+00:00,1733326749.042961,2024-12-04T15:39:09.042961+00:00,,,,,,04122024_1500_2,recovered_unique,high,CSN2,13,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.5,40.0,6.25,70.0,0.0,10.0,10.0,10.0,0.0,,04122024_1500_2,2024-12-04,15:00,2,recovered_unique,high,True,CSN2,1,13,1733325606.14529,2024-12-04T15:20:06.145290+00:00,1733326749.042961,2024-12-04T15:39:09.042961+00:00,19.04829451640447
CSN2,8,67504168-a7bc-8009-8e95-a5393f5a73f3,ID Assistance Request,gpt-4o,1733312872.988111,2024-12-04T11:47:52.988111+00:00,11,1733312872.993856,2024-12-04T11:47:52.993856+00:00,1733313435.469895,2024-12-04T11:57:15.469895+00:00,,,,,,04122024_1147_2,recovered_unique,high,CSN2,11,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,70.0,4.545454545454546,40.0,30.0,10.0,10.0,10.0,0.0,,04122024_1147_2,2024-12-04,11:47,2,recovered_unique,high,True,CSN2,1,11,1733312872.993856,2024-12-04T11:47:52.993856+00:00,1733313435.469895,2024-12-04T11:57:15.469895+00:00,9.374600648880005
CSN2,9,674f45cf-cab0-8009-aad7-11d49823384c,ID Request Summary,gpt-4o,1733248464.073081,2024-12-03T17:54:24.073081+00:00,14,1733248463.467,2024-12-03T17:54:23.467000+00:00,1733249743.997,2024-12-03T18:15:43.997000+00:00,,,,,,03122024_1754_2,recovered_unique,high,CSN2,14,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,85.0,8.5,20.0,40.0,20.0,0.0,20.0,0.0,,03122024_1754_2,2024-12-03,17:54,2,recovered_unique,high,True,CSN2,1,14,1733248463.467,2024-12-03T17:54:23.467000+00:00,1733249743.997,2024-12-03T18:15:43.997000+00:00,21.34216666618983
CSN2,10,674f3609-7e10-8009-b714-ddc016967758,ID Update Confirmation,gpt-4o,1733244426.074824,2024-12-03T16:47:06.074824+00:00,15,1733244425.187,2024-12-03T16:47:05.187000+00:00,1733245098.508,2024-12-03T16:58:18.508000+00:00,,,,,,03122024_1646_3,recovered_unique,high,CSN2,15,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,20.0,6.2,40.0,20.0,20.0,10.0,10.0,0.0,,03122024_1646_3,2024-12-03,16:46,3,recovered_unique,high,True,CSN2,1,15,1733244425.187,2024-12-03T16:47:05.187000+00:00,1733245098.508,2024-12-03T16:58:18.508000+00:00,11.22201666434606
CSN2,11,674f2385-86e0-8009-b2a7-77faa572cdbb,Verboj en Esperanto,gpt-4o,1733239685.770726,2024-12-03T15:28:05.770726+00:00,9,1733239685.199,2024-12-03T15:28:05.199000+00:00,1733240208.091,2024-12-03T15:36:48.091000+00:00,,,,,,03122024_1528_0,synthetic_from_conv_time,synthetic_low,CSN2,8,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.75,62.5,6.125,25.0,25.0,25.0,12.5,12.5,0.0,,03122024_1528_0,2024-12-03,15:28,0,synthetic_from_conv_time,synthetic_low,True,CSN11;CSN2,2,16,1733239685.199,2024-12-03T15:28:05.199000+00:00,1733240321.235,2024-12-03T15:38:41.235000+00:00,10.600600000222524
CSN2,12,674f104f-1b5c-8009-bdbd-b8305dc3e2fc,ID Update Confirmation,gpt-4o,1733234767.387379,2024-12-03T14:06:07.387379+00:00,24,1733234766.803,2024-12-03T14:06:06.803000+00:00,1733235668.015,2024-12-03T14:21:08.015000+00:00,,,,,,03122024_1345_3,imputed_from_multi_candidates,imputed_medium,CSN2,24,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.5,45.0,4.875,55.0,25.0,10.0,5.0,5.0,0.0,,03122024_1345_3,2024-12-03,13:45,3,imputed_from_multi_candidates,imputed_medium,True,CSN2,1,24,1733234766.803,2024-12-03T14:06:06.803000+00:00,1733235668.015,2024-12-03T14:21:08.015000+00:00,15.020200002193452
CSN2,13,674efdd0-5c64-8009-ba48-72d79c894da9,Verbo amo en Esperanto,gpt-4o-mini,1733230032.774108,2024-12-03T12:47:12.774108+00:00,33,1733230032.114,2024-12-03T12:47:12.114000+00:00,1733230912.541,2024-12-03T13:01:52.541000+00:00,,,,,,03122024_1247_0,synthetic_from_conv_time,synthetic_low,CSN2,33,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,70.0,5.0,20.0,30.0,20.0,10.0,15.0,5.0,,03122024_1247_0,2024-12-03,12:47,0,synthetic_from_conv_time,synthetic_low,True,CSN17;CSN2,2,34,1733230032.114,2024-12-03T12:47:12.114000+00:00,1733230912.541,2024-12-03T13:01:52.541000+00:00,14.67378333012263
CSN2,14,674ee98f-66c4-8009-b156-601409bef13c,Hello assistance,gpt-4o,1733224847.63165,2024-12-03T11:20:47.631650+00:00,5,1733224847.186,2024-12-03T11:20:47.186000+00:00,1733225483.295,2024-12-03T11:31:23.295000+00:00,,,,,,03122024_1120_0,synthetic_from_conv_time,synthetic_low,CSN2,5,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,60.0,4.25,60.0,20.0,0.0,0.0,20.0,0.0,,03122024_1120_0,2024-12-03,11:20,0,synthetic_from_conv_time,synthetic_low,True,CSN2,1,5,1733224847.186,2024-12-03T11:20:47.186000+00:00,1733225483.295,2024-12-03T11:31:23.295000+00:00,10.60181666612625
CSN2,15,674eedec-063c-8009-bd78-c0adc0d37838,ID Provided Assistance,gpt-4o,1733225964.262338,2024-12-03T11:39:24.262338+00:00,27,1733225963.825,2024-12-03T11:39:23.825000+00:00,1733227035.007,2024-12-03T11:57:15.007000+00:00,,,,,,03122024_1115_2,recovered_unique,high,CSN2,27,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,95.0,8.5,35.0,25.0,20.0,10.0,5.0,5.0,,03122024_1115_2,2024-12-03,11:15,2,recovered_unique,high,True,CSN2,1,27,1733225963.825,2024-12-03T11:39:23.825000+00:00,1733227035.007,2024-12-03T11:57:15.007000+00:00,17.853033332029977
